title,date_time,like,views,link,description
Implement Stack using Queues | GeeksforGeeks,"Aug 24, 2020",543,33K views,https://www.youtube.com//watch?v=nh1GCPB4j6g,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Implement stack using Linked List | GeeksforGeeks,"Aug 22, 2020",319,27K views,https://www.youtube.com//watch?v=Ebq7QUPaU7I,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















The Insertion Procedure
The Insertion Procedure
11:28




The Insertion Procedure

11:28









Pop Operation
Pop Operation
14:24




Pop Operation

14:24









Pop an Element
Pop an Element
14:55




Pop an Element

14:55









Pop
Pop
21:11




Pop

21:11









Check the Top Element
Check the Top Element
22:24




Check the Top Element

22:24
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Delete middle element of the stack | GeeksforGeeks,"Aug 21, 2020",284,15K views,https://www.youtube.com//watch?v=mxrBibfna7A,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-14 | GATE2018 | Structures | GeeksforGeeks,"Aug 17, 2020",33,991 views,https://www.youtube.com//watch?v=CHcendjgNs4,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Smallest positive number missing from an unsorted array | GeeksforGeeks,"Aug 14, 2020",420,26K views,https://www.youtube.com//watch?v=_OAFHDVihjo,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 64 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Aug 13, 2020",223,8K views,https://www.youtube.com//watch?v=n57jRsppCoc,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Question
Question
0:09




Question

0:09









Outro
Outro
3:31




Outro

3:31
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Pascal Triangle | GeeksforGeeks,"Aug 12, 2020",124,14K views,https://www.youtube.com//watch?v=GJ06cufKwm8&pp=0gcJCccJAYcqIYzv,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Brute Force Approach
Brute Force Approach
0:18




Brute Force Approach

0:18









Binomial Coefficient
Binomial Coefficient
1:29




Binomial Coefficient

1:29









Memoization
Memoization
6:56




Memoization

6:56









Java Implementation
Java Implementation
8:50




Java Implementation

8:50









Optimal Approach
Optimal Approach
10:37




Optimal Approach

10:37









Implementation
Implementation
12:23




Implementation

12:23
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Max Product Subarray | GeeksforGeeks,"Aug 11, 2020",449,28K views,https://www.youtube.com//watch?v=keVevSvaDKo,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Brute Force
Brute Force
0:21




Brute Force

0:21









Brute Force Approach
Brute Force Approach
0:42




Brute Force Approach

0:42









Optimal Approach
Optimal Approach
2:56




Optimal Approach

2:56









Optimal Approach
Optimal Approach
3:01




Optimal Approach

3:01
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Boolean Matrix | GeeksforGeeks,"Aug 7, 2020",92,9.4K views,https://www.youtube.com//watch?v=UDWrv63bOXw,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Boolean Matrix
Boolean Matrix
0:03




Boolean Matrix

0:03









Brute Force Approach
Brute Force Approach
0:43




Brute Force Approach

0:43









Time and Space Complexity of Our Brute Force
Time and Space Complexity of Our Brute Force
4:35




Time and Space Complexity of Our Brute Force

4:35









Optimal Approach
Optimal Approach
6:42




Optimal Approach

6:42









Space Complexity
Space Complexity
10:48




Space Complexity

10:48
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Rearranging positive and negative values in an array | GeeksforGeeks,"Aug 6, 2020",446,31K views,https://www.youtube.com//watch?v=y3aYY4B97jI,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-13 | GATE2017 | Strings | GeeksforGeeks,"Jul 31, 2020",40,994 views,https://www.youtube.com//watch?v=V_zzAEFOolA,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 63 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Jul 23, 2020",151,7.1K views,https://www.youtube.com//watch?v=9ttIDXs6RYI,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-12 | GATE2018 | Strings | GeeksforGeeks,"Jul 21, 2020",33,919 views,https://www.youtube.com//watch?v=A3V1-uaF7Ko,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Print given sentence into its equivalent ASCII characters | GeeksforGeeks,"Jul 20, 2020",38,1.6K views,https://www.youtube.com//watch?v=J8WGtK7I-vI,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Problem Statement
Problem Statement
0:17




Problem Statement

0:17









Approach
Approach
0:36




Approach

0:36









Time Complexity
Time Complexity
2:43




Time Complexity

2:43
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Remove all characters  other than alphabets in a string. | GeeksforGeeks,"Jul 14, 2020",99,6.6K views,https://www.youtube.com//watch?v=xVe9qqjbSL4,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Examples
Examples
0:16




Examples

0:16









Approach
Approach
0:34




Approach

0:34









Outro
Outro
3:23




Outro

3:23
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 62 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Jul 9, 2020",150,7K views,https://www.youtube.com//watch?v=oi-eECepJjg,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-11 | GATE2015 | Strings | GeeksforGeeks,"Jul 8, 2020",27,974 views,https://www.youtube.com//watch?v=dgjJTAJ34N8,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Strings
Strings
0:07




Strings

0:07









Outro
Outro
6:20




Outro

6:20
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Program to find the initials of a name | GeeksforGeeks,"Jul 3, 2020",70,6.9K views,https://www.youtube.com//watch?v=hfhTe31LfrU,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Examples
Examples
0:13




Examples

0:13









Approach
Approach
0:24




Approach

0:24









Algorithm
Algorithm
0:38




Algorithm

0:38
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 61 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Jul 1, 2020",155,6.5K views,https://www.youtube.com//watch?v=o1q6Vy1VfbE,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-9 | GATE2011 | Strings | GeeksforGeeks,"Jun 30, 2020",36,874 views,https://www.youtube.com//watch?v=7KI6ocuV0ac,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Program for length of a string using recursion | GeeksforGeeks,"Jun 29, 2020",82,6.7K views,https://www.youtube.com//watch?v=XXEMcCtSpRM,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 60 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Jun 26, 2020",156,6.9K views,https://www.youtube.com//watch?v=LetARqwhvTs,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Perfect Square String | GeeksforGeeks,"Jun 25, 2020",30,1.8K views,https://www.youtube.com//watch?v=jOM9Pcr5mJM,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Problem Statement
Problem Statement
0:16




Problem Statement

0:16









Approach
Approach
0:31




Approach

0:31









Implementation
Implementation
1:04




Implementation

1:04









Outro
Outro
2:37




Outro

2:37
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 59 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Jun 24, 2020",160,6K views,https://www.youtube.com//watch?v=kq-6VWdO5uA,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-9 | GATE2004 | Strings | GeeksforGeeks,"Jun 23, 2020",34,969 views,https://www.youtube.com//watch?v=hOXiBcjz2dk,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Number of substrings of a string | GeeksforGeeks,"Jun 22, 2020",75,5.8K views,https://www.youtube.com//watch?v=9QxJo-g0cMA,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Program Statement
Program Statement
0:13




Program Statement

0:13









Approach
Approach
0:31




Approach

0:31









Algorithm
Algorithm
1:38




Algorithm

1:38
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 58 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Jun 19, 2020",112,6K views,https://www.youtube.com//watch?v=VuprD6UuvXw,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
C++ STL Course | Demo Video | GeeksforGeeks,"Jun 18, 2020",202,14K views,https://www.youtube.com//watch?v=b5cfHPZ_WDg,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram












GeeksforGeeks Courses | Practice | GeeksforGeeks

Visit











Show less
"
Latin Alphabet Cipher I GeeksforGeeks,"Jun 15, 2020",22,1.6K views,https://www.youtube.com//watch?v=OaLzvCGEPQU,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Examples
Examples
0:13




Examples

0:13









Algorithm
Algorithm
0:32




Algorithm

0:32









Final Output
Final Output
2:28




Final Output

2:28
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-8 | GATE2006 | Pointers and Functions | GeeksforGeeks,"Jun 12, 2020",27,988 views,https://www.youtube.com//watch?v=HuGVM12WrzQ,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 57 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Jun 11, 2020",150,6K views,https://www.youtube.com//watch?v=n14q9ORayE4,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Maximum sum Subarray | Dynamic Programming | GeeksforGeeks,"Jun 9, 2020",82,7.2K views,https://www.youtube.com//watch?v=N2kMyp0GLzU,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Frequency of a substring in a string | GeeksforGeeks,"Jun 6, 2020",65,5.3K views,https://www.youtube.com//watch?v=agteFWnjJ-0,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 56 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Jun 4, 2020",123,5.9K views,https://www.youtube.com//watch?v=ocI4BKp-aO8,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-7 | GATE2016 | Recursion | GeeksforGeeks,"Jun 3, 2020",19,971 views,https://www.youtube.com//watch?v=uqJDZJwxIVc,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
First uppercase letter in a string | GeeksforGeeks,"Jun 2, 2020",51,2.2K views,https://www.youtube.com//watch?v=grIL_yqEbNw,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Examples
Examples
0:15




Examples

0:15









Algorithm
Algorithm
0:27




Algorithm

0:27









Outro
Outro
1:54




Outro

1:54
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 55 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","Jun 1, 2020",121,5.9K views,https://www.youtube.com//watch?v=bhqMzEvbAFA,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Skip the work | Competitive Programming | GeeksforGeeks,"May 29, 2020",154,6K views,https://www.youtube.com//watch?v=vOMkmStTJgE,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Problem Approach
Problem Approach
1:15




Problem Approach

1:15









InputOutput Format
InputOutput Format
2:04




InputOutput Format

2:04









Sample Input
Sample Input
2:33




Sample Input

2:33









Dynamic Programming
Dynamic Programming
4:41




Dynamic Programming

4:41









Common Approach
Common Approach
11:18




Common Approach

11:18









Python Code
Python Code
14:08




Python Code

14:08









Java Code
Java Code
14:19




Java Code

14:19
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Find a string in lexicographic order which is in between two given string | GeeksforGeeks,"May 28, 2020",59,7.7K views,https://www.youtube.com//watch?v=XVDyj0eYQKU,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Problem Statement
Problem Statement
0:17




Problem Statement

0:17









Approach
Approach
0:39




Approach

0:39









Algorithm
Algorithm
1:12




Algorithm

1:12









Outro
Outro
2:49




Outro

2:49
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-6 | GATE2014 | Recursion | GeeksforGeeks,"May 27, 2020",26,1.3K views,https://www.youtube.com//watch?v=VMl_ghULjuk,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Linux Tutorials | Redirection - The three standard files in Linux | GeeksforGeeks,"May 26, 2020",392,24K views,https://www.youtube.com//watch?v=SP0gDpamofY,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Redirecting output
Redirecting output
3:17




Redirecting output

3:17









Redirecting input
Redirecting input
4:35




Redirecting input

4:35









Why Error Redirection?
Why Error Redirection?
7:27




Why Error Redirection?

7:27









Redirecting Errors
Redirecting Errors
7:49




Redirecting Errors

7:49
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Convert a string to Hexadecimal ASCII values | GeeksforGeeks,"May 25, 2020",101,16K views,https://www.youtube.com//watch?v=XAAu_Yr6vEQ&pp=0gcJCccJAYcqIYzv,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Examples
Examples
0:17




Examples

0:17









What is ASCII
What is ASCII
0:25




What is ASCII

0:25









Coding
Coding
1:22




Coding

1:22









Outro
Outro
2:53




Outro

2:53
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 54 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","May 22, 2020",188,6.7K views,https://www.youtube.com//watch?v=S8k-O-PXdxQ,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Amazon's Reach the Score Problem | Competitive Programming |  GeeksforGeeks,"May 21, 2020",138,4.6K views,https://www.youtube.com//watch?v=RsmXspXxUN0,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Input
Input
2:17




Input

2:17









Sample Inputs
Sample Inputs
2:41




Sample Inputs

2:41









Java Code
Java Code
16:44




Java Code

16:44
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GATE PYQ-5 | GATE2016 | Dynamic Scoping | GeeksforGeeks,"May 19, 2020",29,1K views,https://www.youtube.com//watch?v=G-zmBqDYBuY&pp=0gcJCccJAYcqIYzv,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Linux Tutorials | Command Substitution and Shell Aliasing | GeeksforGeeks,"May 18, 2020",89,7.8K views,https://www.youtube.com//watch?v=rTAKKboE-0M,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Syntax
Syntax
0:48




Syntax

0:48









Example
Example
3:12




Example

3:12









alias command
alias command
4:55




alias command

4:55
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Check if a string is a substring of another | GeeksforGeeks,"May 15, 2020",216,25K views,https://www.youtube.com//watch?v=Up2AnlAC7EI,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Examples
Examples
0:15




Examples

0:15









Algorithm
Algorithm
0:34




Algorithm

0:34
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
DSA Self Paced Course | GeeksforGeeks,"May 15, 2020",463,120K views,https://www.youtube.com//watch?v=vG2PNdI8axo,"Still having doubts about this course? Well, don't worry, that's how we humans are coded. But clear all your doubts by heading to the course page of the DSA Self Paced Course: https://practice.geeksforgeeks.org/co... …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram












DSA Self Paced Course by GeeksforGeeks

Get More Details










Course | Data Structures and Algorithms

Get More Details











Show less
"
"Guess the Output 53 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","May 14, 2020",182,6.3K views,https://www.youtube.com//watch?v=MrCU37I4zH4,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Hexadecimal to Decimal Conversion | GeeksforGeeks,"May 13, 2020",94,7.7K views,https://www.youtube.com//watch?v=lbzHXvP9Jmg,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Problem Statement
Problem Statement
0:09




Problem Statement

0:09









Hexadecimal Number
Hexadecimal Number
0:47




Hexadecimal Number

0:47









Algorithm
Algorithm
1:22




Algorithm

1:22









Code
Code
2:36




Code

2:36
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Walmart's Unique Paths | Dynamic Programming | Competitive Programming | GeeksforGeeks,"May 12, 2020",88,2.3K views,https://www.youtube.com//watch?v=DSjOImQ5g0U,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Question
Question
0:23




Question

0:23









Sample Input
Sample Input
2:35




Sample Input

2:35









Steps for writing DP solution
Steps for writing DP solution
9:28




Steps for writing DP solution

9:28
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Linux Tutorials | Wildcards and Pattern Matching | GeeksforGeeks,"May 11, 2020",389,18K views,https://www.youtube.com//watch?v=LH4eF75Z_7U,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 52 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","May 7, 2020",168,6.5K views,https://www.youtube.com//watch?v=CL7-2oHZJU0&pp=0gcJCccJAYcqIYzv,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Checking whether a given floating point number is even or odd.| GeeksforGeeks,"May 7, 2020",33,2.1K views,https://www.youtube.com//watch?v=Dw1sfqnmcww,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Problem Statement
Problem Statement
0:17




Problem Statement

0:17









Approach
Approach
0:45




Approach

0:45









Outro
Outro
2:50




Outro

2:50
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Google's Power House Challenge | Competitive Programming | GeeksforGeeks,"May 5, 2020",188,10K views,https://www.youtube.com//watch?v=fS1blgP0K98,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Question
Question
1:08




Question

1:08









Sample Input
Sample Input
3:49




Sample Input

3:49









Steps
Steps
5:30




Steps

5:30









Special Test Cases
Special Test Cases
7:25




Special Test Cases

7:25









Python Code
Python Code
14:58




Python Code

14:58









Java Code
Java Code
15:19




Java Code

15:19
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Linux Tutorials | Changing Permissions | GeeksforGeeks,"May 4, 2020",62,8.9K views,https://www.youtube.com//watch?v=RWReI80utd4&pp=0gcJCccJAYcqIYzv,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more








Key moments







View all



















Changing Permissions
Changing Permissions
0:17




Changing Permissions

0:17









The Octal Notations
The Octal Notations
4:50




The Octal Notations

4:50









Order Has Meaning
Order Has Meaning
5:47




Order Has Meaning

5:47









chmod Octal Example
chmod Octal Example
6:10




chmod Octal Example

6:10
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"Guess the Output 51 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks","May 1, 2020",154,6.6K views,https://www.youtube.com//watch?v=IAwH1MTm6g4,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
